0,0,0
0,1,0
0,2,0
0,4,0
0,5,0
0,8,0
0,61,0
0,63,0
0,64,0
0,65,0
0,71,0
1,0,0
1,1,0
1,1,0
1,2,0
1,2,0
1,4,0
1,4,0
1,5,0
1,6,0
1,8,0
1,10,0
1,16,0
1,19,0
1,20,0
1,22,0
1,36,0
1,61,0
1,63,0
1,64,0
1,65,0
1,66,0
1,71,0
2,0,0
2,1,0
2,1,0
2,2,0
2,2,0
2,4,0
2,4,0
2,5,0
2,6,0
2,8,0
2,10,0
2,16,0
2,19,0
2,20,0
2,22,0
2,36,0
2,61,0
2,63,0
2,64,0
2,65,0
2,66,0
2,71,0
3,3,0
3,5,0
3,8,0
3,30,0
3,31,0
3,32,0
3,33,0
3,37,0
3,59,0
3,65,0
3,70,0
4,0,0
4,1,0
4,1,0
4,2,0
4,2,0
4,4,0
4,4,0
4,5,0
4,6,0
4,8,0
4,10,0
4,16,0
4,19,0
4,20,0
4,22,0
4,36,0
4,61,0
4,63,0
4,64,0
4,65,0
4,66,0
4,71,0
5,0,0
5,1,0
5,2,0
5,3,0
5,4,0
5,5,0
5,5,0
5,8,0
5,8,0
5,30,0
5,31,0
5,32,0
5,33,0
5,37,0
5,59,0
5,61,0
5,63,0
5,64,0
5,65,0
5,65,0
5,70,0
5,71,0
6,1,0
6,2,0
6,4,0
6,6,0
6,10,0
6,16,0
6,19,0
6,20,0
6,22,0
6,36,0
6,66,0
7,7,0
7,9,0
7,26,0
7,27,0
7,33,0
7,34,0
7,40,0
7,41,0
7,42,0
7,43,0
7,53,0
7,54,0
7,73,0
8,0,0
8,1,0
8,2,0
8,3,0
8,4,0
8,5,0
8,5,0
8,8,0
8,8,0
8,30,0
8,31,0
8,32,0
8,33,0
8,37,0
8,59,0
8,61,0
8,63,0
8,64,0
8,65,0
8,65,0
8,70,0
8,71,0
9,7,0
9,9,0
9,26,0
9,27,0
9,33,0
9,34,0
9,40,0
9,41,0
9,42,0
9,43,0
9,53,0
9,54,0
9,73,0
10,1,0
10,2,0
10,4,0
10,6,0
10,10,0
10,16,0
10,19,0
10,20,0
10,22,0
10,36,0
10,66,0
11,11,0
11,11,0
11,12,0
11,13,0
11,15,0
11,15,0
11,16,0
11,17,0
11,24,0
11,24,0
11,29,0
11,29,0
11,30,0
11,30,0
11,38,0
11,38,0
11,39,0
11,55,0
11,56,0
11,57,0
11,58,0
11,72,0
12,11,0
12,12,0
12,15,0
12,24,0
12,29,0
12,30,0
12,38,0
12,55,0
12,56,0
12,57,0
12,72,0
13,11,0
13,13,0
13,15,0
13,16,0
13,17,0
13,24,0
13,29,0
13,30,0
13,38,0
13,39,0
13,58,0
14,14,0
14,15,0
14,18,0
14,19,0
14,24,0
14,29,0
14,30,0
14,38,0
14,55,0
14,56,0
14,57,0
15,11,0
15,11,0
15,12,0
15,13,0
15,14,0
15,15,0
15,15,0
15,15,0
15,16,0
15,17,0
15,18,0
15,19,0
15,24,0
15,24,0
15,24,0
15,29,0
15,29,0
15,29,0
15,30,0
15,30,0
15,30,0
15,38,0
15,38,0
15,38,0
15,39,0
15,55,0
15,55,0
15,56,0
15,56,0
15,57,0
15,57,0
15,58,0
15,72,0
16,1,0
16,2,0
16,4,0
16,6,0
16,10,0
16,11,0
16,13,0
16,15,0
16,16,0
16,16,0
16,17,0
16,19,0
16,20,0
16,22,0
16,24,0
16,29,0
16,30,0
16,36,0
16,38,0
16,39,0
16,58,0
16,66,0
17,11,0
17,13,0
17,15,0
17,16,0
17,17,0
17,24,0
17,29,0
17,30,0
17,38,0
17,39,0
17,58,0
18,14,0
18,15,0
18,18,0
18,19,0
18,24,0
18,29,0
18,30,0
18,38,0
18,55,0
18,56,0
18,57,0
19,1,0
19,2,0
19,4,0
19,6,0
19,10,0
19,14,0
19,15,0
19,16,0
19,18,0
19,19,0
19,19,0
19,20,0
19,22,0
19,24,0
19,29,0
19,30,0
19,36,0
19,38,0
19,55,0
19,56,0
19,57,0
19,66,0
20,1,0
20,2,0
20,4,0
20,6,0
20,10,0
20,16,0
20,19,0
20,20,0
20,22,0
20,36,0
20,66,0
21,21,0
21,23,0
21,24,0
21,28,0
21,29,0
21,32,0
21,35,0
21,44,0
21,45,0
21,46,0
21,47,0
22,1,0
22,2,0
22,4,0
22,6,0
22,10,0
22,16,0
22,19,0
22,20,0
22,22,0
22,36,0
22,66,0
23,21,0
23,23,0
23,23,0
23,24,0
23,24,0
23,25,0
23,26,0
23,28,0
23,29,0
23,32,0
23,33,0
23,34,0
23,35,0
23,44,0
23,45,0
23,46,0
23,47,0
23,60,0
23,61,0
23,62,0
23,63,0
23,68,0
23,69,0
24,11,0
24,11,0
24,12,0
24,13,0
24,14,0
24,15,0
24,15,0
24,15,0
24,16,0
24,17,0
24,18,0
24,19,0
24,21,0
24,23,0
24,23,0
24,24,0
24,24,0
24,24,0
24,24,0
24,24,0
24,25,0
24,26,0
24,28,0
24,29,0
24,29,0
24,29,0
24,29,0
24,30,0
24,30,0
24,30,0
24,32,0
24,33,0
24,34,0
24,35,0
24,38,0
24,38,0
24,38,0
24,39,0
24,44,0
24,45,0
24,46,0
24,47,0
24,55,0
24,55,0
24,56,0
24,56,0
24,57,0
24,57,0
24,58,0
24,60,0
24,61,0
24,62,0
24,63,0
24,68,0
24,69,0
24,72,0
25,23,0
25,24,0
25,25,0
25,26,0
25,33,0
25,34,0
25,60,0
25,61,0
25,62,0
25,63,0
25,68,0
25,69,0
26,7,0
26,9,0
26,23,0
26,24,0
26,25,0
26,26,0
26,26,0
26,27,0
26,33,0
26,33,0
26,34,0
26,34,0
26,40,0
26,41,0
26,42,0
26,43,0
26,53,0
26,54,0
26,60,0
26,61,0
26,62,0
26,63,0
26,68,0
26,69,0
26,73,0
27,7,0
27,9,0
27,26,0
27,27,0
27,33,0
27,34,0
27,40,0
27,41,0
27,42,0
27,43,0
27,53,0
27,54,0
27,73,0
28,21,0
28,23,0
28,24,0
28,28,0
28,29,0
28,32,0
28,35,0
28,44,0
28,45,0
28,46,0
28,47,0
29,11,0
29,11,0
29,12,0
29,13,0
29,14,0
29,15,0
29,15,0
29,15,0
29,16,0
29,17,0
29,18,0
29,19,0
29,21,0
29,23,0
29,24,0
29,24,0
29,24,0
29,24,0
29,28,0
29,29,0
29,29,0
29,29,0
29,29,0
29,30,0
29,30,0
29,30,0
29,32,0
29,35,0
29,38,0
29,38,0
29,38,0
29,39,0
29,44,0
29,45,0
29,46,0
29,47,0
29,55,0
29,55,0
29,56,0
29,56,0
29,57,0
29,57,0
29,58,0
29,72,0
30,3,0
30,5,0
30,8,0
30,11,0
30,11,0
30,12,0
30,13,0
30,14,0
30,15,0
30,15,0
30,15,0
30,16,0
30,17,0
30,18,0
30,19,0
30,24,0
30,24,0
30,24,0
30,29,0
30,29,0
30,29,0
30,30,0
30,30,0
30,30,0
30,30,0
30,30,0
30,31,0
30,31,0
30,32,0
30,33,0
30,37,0
30,37,0
30,38,0
30,38,0
30,38,0
30,39,0
30,43,0
30,44,0
30,48,0
30,49,0
30,50,0
30,51,0
30,52,0
30,54,0
30,55,0
30,55,0
30,56,0
30,56,0
30,57,0
30,57,0
30,58,0
30,59,0
30,65,0
30,67,0
30,70,0
30,72,0
31,3,0
31,5,0
31,8,0
31,30,0
31,30,0
31,31,0
31,31,0
31,32,0
31,33,0
31,37,0
31,37,0
31,43,0
31,44,0
31,48,0
31,49,0
31,50,0
