0,1,2,4,6,10,16,19,18,14,15,24
0,1,2,4,71,5,8,9,11,15,24
0,1,2,4,71,5,8,65,70,27,9,11,15,24
2,4,71,5,8,65,63,61,62,41,42,43,44,45,46,47,35
0,1,2,4,71,5,8,65,63,61,62,41,46,47,50,48,55,56
54,43,44,45,46,47,35,32,28,25,24
4,71,5,8,9,11,15,24,29,30,38,58
60,62,61,63,65,70,27,26,25,24
2,4,71,5,7,12,13,14,18,19
2,4,6,10,16,19,20,22,69,23,24,29,30,38,58
54,43,42,41,40,32,33,26,25,24, 29,30,38,58
2,4,71,5,8,9,11,15,24,29,30,38,58
